연도,영업이익,매출액,영업이익률 (%)
2015,37138349416,5633953353495,0.66
2016,139524591271,5383852843921,2.59
2017,881268354846,4992458818939,17.65
2018,1103890168247,4883449191052,22.6
2019,866770072122,4369733357772,19.84
2020,857079813534,5078489181401,16.88
2021,1195982736408,5711002231115,20.94
2022,2528524413589,6709807033853,37.68
2023,2870173816853,6409308979443,44.78
