연도,영업이익,매출액,영업이익률 (%)
2015,-59560268060,492521133053,-12.09
2016,150726416229,926168439110,16.27
2017,82908571814,1113994833474,7.44
2018,53177339126,1245630373218,4.27
2019,165225934743,1293046469349,12.78
2020,243947058546,1044533670783,23.35
2021,383046885903,1037054626096,36.94
2022,377215126599,1441457863210,26.17
2023,691114682400,2126474599272,32.5
