연도,영업이익,매출액,영업이익률 (%)
2015,379703000000,197917000000,191.85
2016,320092000000,550442000000,58.15
2017,-208873254329,421847670478,-49.51
2018,146382520066,204213551659,71.68
2019,275564427840,342056837469,80.56
2020,139524243361,243279699274,57.35
2021,58259436460,245285556026,23.75
2022,141617667318,216457553156,65.43
2023,247510483155,347080182507,71.31
