연도,영업이익,매출액,영업이익률 (%)
2015,359550142052.0,999077410412,35.99
2016,422548148284.0,930890053852,45.39
2017,468436687401.0,1143811753111,40.95
2018,433776007220.0,1294018407861,33.52
2019,483810436699.0,1173348286705,41.23
2020,,1097308869763,
2021,,882711800883,
2022,,1136052805721,
2023,277278601609.0,1196003066716,23.18
