연도,영업이익,매출액,영업이익률 (%)
2015,1225330266000,2655668392000,46.14
2016,1252913231000,3284666049000,38.14
2017,1325955339000,3551768653000,37.33
2018,1332475208000,3534816257000,37.7
2019,1509154524000,3580221845000,42.15
2020,1390340166000,3320554672000,41.87
2021,1881800099000,3640572265000,51.69
2022,2154201790000,4406167598000,48.89
2023,2039057889000,4114768676000,49.55
