연도,영업이익,매출액,영업이익률 (%)
2015,1611119465482,1016335868734,158.52
2016,2544253936085,1551920459156,163.94
2017,2929720957827,1667550760928,175.69
2018,1967399409446,1536464504902,128.05
2019,1107258909223,1512052951782,73.23
2020,356911281146,1416877789764,25.19
2021,1535640888894,1932193535690,79.48
2022,-762606983916,2268809940280,-33.61
2023,-347702499473,2328537143757,-14.93
