연도,당기순이익,자본총계,ROE (%)
2015,109542968750,2585474995627,4.24
2016,100295612108,3702943850948,2.71
2017,153297725400,4507819805367,3.4
2018,130669862739,5627157564368,2.32
2019,-234256905702,5740117751288,-4.08
2020,408935484631,7411759473373,5.52
2021,2286661094605,13568333645679,16.85
2022,1268900224036,13515682590325,9.39
2023,-1816669011014,13858599224126,-13.11
