연도,당기순이익,자본총계,ROE (%)
2015,465941000000,4448403000000,10.47
2016,642578000000,4826328000000,13.31
2017,666820000000,5232986000000,12.74
2018,648267000000,6853369000000,9.46
2019,573940000000,7349616000000,7.81
2020,373347000000,7651214000000,4.88
2021,905193000000,7958558000000,11.37
2022,856812000000,8449667000000,10.14
2023,630241000000,8756785000000,7.2
