연도,당기순이익,자본총계,ROE (%)
2015,778301120962,3372330760956,23.08
2016,856558217917,3896632070493,21.98
2017,567343864202,4175374154783,13.59
2018,452986706798,4446417082447,10.19
2019,370602220727,4498840803125,8.24
2020,25293021746,4464397744195,0.57
2021,297877456532,4744299877622,6.28
2022,224493769169,4779275104059,4.7
2023,173878928996,4872705211057,3.57
