연도,당기순이익,자본총계,ROE (%)
2015,122108512325,1765054993909,6.92
2016,10676625485,1778476017442,0.6
2017,238704057370,1950782677553,12.24
2018,184015107324,2118235198917,8.69
2019,158228581112,2204604257510,7.18
2020,442766339881,2427687837098,18.24
2021,1193179599822,3314206193932,36.0
2022,1135062357037,4265792959339,26.61
2023,565201000000,4714575000000,11.99
