연도,당기순이익,자본총계,ROE (%)
2015,,,
2016,,,
2017,,,
2018,324798010807.0,1844363617136.0,17.61
2019,558900187414.0,2231733595853.0,25.04
2020,347606832690.0,2743034678074.0,12.67
2021,294375046274.0,2885280644903.0,10.2
2022,120922439218.0,2901872323441.0,4.17
2023,172890219224.0,3008017194695.0,5.75
