연도,당기순이익,자본총계,ROE (%)
2015,17305908360,152631557517,11.34
2016,10652780260,156127953626,6.82
2017,9923713073,159569857603,6.22
2018,16101507937,161718622420,9.96
2019,9923248682,164120883296,6.05
2020,16032792657,169743982389,9.45
2021,22770966020,182578397106,12.47
2022,23777866394,191576789148,12.41
2023,15803825827,200050480482,7.9
