연도,당기순이익,자본총계,ROE (%)
2015,6238848000000,40077250000000,15.57
2016,4375819000000,42326724000000,10.34
2017,5181367000000,45756420000000,11.32
2018,5603828000000,50887872000000,11.01
2019,2776568000000,52182635000000,5.32
2020,-288223000000,51859918000000,-0.56
2021,6026834000000,65565149000000,9.19
2022,5908697000000,71808790000000,8.23
2023,-406387000000,77879050000000,-0.52
