연도,당기순이익,자본총계,ROE (%)
2015,345684068113.0,1799441253213,19.21
2016,415652551925.0,1884906087160,22.05
2017,421505373264.0,2031445140343,20.75
2018,379621484906.0,2131656180687,17.81
2019,407257686976.0,2337502197144,17.42
2020,110367913941.0,2239435377415,4.93
2021,,2476658008596,
2022,,2369866116572,
2023,58886775463.0,2508486580608,2.35
