연도,당기순이익,자본총계,ROE (%)
2015,25960995000000,179059805000000,14.5
2016,30713652000000,192963033000000,15.92
2017,56195967000000,214491428000000,26.2
2018,61159958000000,247753177000000,24.69
2019,30432189000000,262880421000000,11.58
2020,36345117000000,275948016000000,13.17
2021,53351827000000,304899931000000,17.5
2022,46440474000000,354749604000000,13.09
2023,15487100000000,363677865000000,4.26
