연도,당기순이익,자본총계,ROE (%)
2015,11240756026,82361064448,13.65
2016,12475076234,98516351480,12.66
2017,11683937857,104296804280,11.2
2018,11965580658,103336276644,11.58
2019,26834547119,124125643046,21.62
2020,14719770124,128799400240,11.43
2021,20842434273,144123771823,14.46
2022,32693557928,194647416439,16.8
2023,16670160431,202820591121,8.22
