연도,당기순이익,자본총계,ROE (%)
2015,233730934510,584249645132,40.01
2016,18914190324,647563849568,2.92
2017,33398114519,665152241689,5.02
2018,18819914596,653093925055,2.88
2019,35432022186,645687132191,5.49
2020,29966333884,658733646086,4.55
2021,49122187846,690294824007,7.12
2022,73179718929,724747969785,10.1
2023,115119858471,787472469388,14.62
