연도,당기순이익,자본총계,ROE (%)
2015,29490776255,96519735582,30.55
2016,46485085622,207314509365,22.42
2017,25264909110,228386784631,11.06
2018,36235357143,241846270253,14.98
2019,35927003628,316472578756,11.35
2020,113345215,271900115329,0.04
2021,78270336921,465384571575,16.82
2022,6169680858,444246552661,1.39
2023,37799983055,358561439285,10.54
