연도,당기순이익,자본총계,ROE (%)
2015,,,
2016,163820541574.0,611229301328.0,26.8
2017,217014034915.0,1704084366071.0,12.73
2018,28880297471.0,1635478494404.0,1.77
2019,75362166247.0,1665893807239.0,4.52
2020,314679946564.0,1932929744779.0,16.28
2021,198256909181.0,2105767609017.0,9.41
2022,229572580126.0,,
2023,,,
