연도,당기순이익,자본총계,ROE (%)
2015,1059738022.0,236234422201.0,0.45
2016,-23449692140.0,276705833985.0,-8.47
2017,15463555087.0,293623668334.0,5.27
2018,-6260127032.0,270034678653.0,-2.32
2019,8844851893.0,280031377611.0,3.16
2020,20127847508.0,300560797216.0,6.7
2021,,,
2022,,,
2023,,,
