연도,당기순이익,자본총계,ROE (%)
2015,1421368007366,7555586074856,18.81
2016,2487373099957,9400817170432,26.46
2017,3084686041122,12254767061431,25.17
2018,2252652096322,13544327240513,16.63
2019,1248554844383,14053130391524,8.88
2020,246746457698,13712355293944,1.8
2021,1902286913873,15451196495425,12.31
2022,-392619240018,17264242286783,-2.27
2023,-39243085252,20232540579853,-0.19
