연도,당기순이익,자본총계,ROE (%)
2015,369972131534,1556304069794,23.77
2016,61145745670,1523921106210,4.01
2017,180697787768,1593575326464,11.34
2018,182106560056,1694800412017,10.75
2019,73343367719,1726373836870,4.25
2020,207110964460,1915113581068,10.81
2021,425074980549,2282360691902,18.62
2022,159297081484,2241850761208,7.11
2023,-326360017026,2524424248940,-12.93
