연도,당기순이익,자본총계,ROE (%)
2015,209584513372,744807933771,28.14
2016,7997738660,734516954451,1.09
2017,58849503222,792424261654,7.43
2018,50354800701,789256471111,6.38
2019,83269648586,822261424899,10.13
2020,22130411057,831889474892,2.66
2021,103696520580,928259408765,11.17
2022,121012526736,1009226682083,11.99
2023,165366177835,1100210644155,15.03
