연도,당기순이익,자본총계,ROE (%)
2015,1654135407000,17046336221000,9.7
2016,2423378924000,18305045259000,13.24
2017,3234765244000,19309332899000,16.75
2018,2402352797000,19327982665000,12.43
2019,376458870000,18209623762000,2.07
2020,-2241718105000,15458465083000,-14.5
2021,457259599000,19633194498000,2.33
2022,2860190277000,23242311382000,12.31
2023,554894277000,30019967513000,1.85
