연도,당기순이익,자본총계,ROE (%)
2015,,,
2016,,,
2017,,1912414948043.0,
2018,5161291228.0,1950805010838.0,0.26
2019,5021553809.0,718706292859.0,0.7
2020,18978343914.0,958932793232.0,1.98
2021,538621650705.0,2566737408518.0,20.98
2022,236700717561.0,2708905829156.0,8.74
2023,47837893778.0,2675774055847.0,1.79
