연도,당기순이익,자본총계,ROE (%)
2015,162320727679,1350129444309,12.02
2016,62135286524,1362888624436,4.56
2017,184324199117,1484104100188,12.42
2018,217254721001,3425648310062,6.34
2019,189556790558,3151893494398,6.01
2020,142680668470,3785178643254,3.77
2021,295864008308,4203305795543,7.04
2022,-327580418493,4344327774901,-7.54
2023,-396774722680,4177764497896,-9.5
