연도,당기순이익,자본총계,ROE (%)
2015,-19129451807,2245115520030,-0.85
2016,418503277767,2340764614732,17.88
2017,17751452292,2180953220969,0.81
2018,53489650252,2635750421463,2.03
2019,156288937388,2855355292247,5.47
2020,171816710617,2989725530836,5.75
2021,405340847051,3931558526792,10.31
2022,174616406341,3923783553861,4.45
2023,159408602729,19542899925708,0.82
