연도,당기순이익,자본총계,ROE (%)
2015,-486363128682.0,2499035141282,-19.46
2016,,1874350081968,
2017,1121699122518.0,3751103157666,29.9
2018,-225053481543.0,2894870624837,-7.77
2019,-734492435556.0,2780792692635,-26.41
2020,-934103074384.0,25190061074278,-3.71
2021,843114021846.0,6865689155499,12.28
2022,2562134998034.0,9292460206825,27.57
2023,1129105735756.0,9815208241633,11.5
