연도,당기순이익,자본총계,ROE (%)
2015,163110863213,1809840731285,9.01
2016,197433293219,2060873199657,9.58
2017,483071479107,2410497675294,20.04
2018,301639078511,2595259392584,11.62
2019,382031278440,2872913210933,13.3
2020,657152015874,3427580354138,19.17
2021,751309873027,4050374686795,18.55
2022,626173376626,4274204269789,14.65
2023,539706505110,17125794307235,3.15
