연도,당기순이익,자본총계,ROE (%)
2015,1229260000000,8097852000000,15.18
2016,1629078000000,8920274000000,18.26
2017,1907625000000,9662624000000,19.74
2018,1939736000000,10524985000000,18.43
2019,1773607000000,10999548000000,16.12
2020,430818000000,10756545000000,4.01
2021,2837856000000,14202944000000,19.98
2022,4621024000000,16487810000000,28.03
2023,13787,17625195000000,0.0
