연도,당기순이익,자본총계,ROE (%)
2015,113019483889.0,4325868546036.0,2.61
2016,96193540860.0,3991836441083.0,2.41
2017,,,
2018,,,
2019,-546243559495.0,7792536690730.0,-7.01
2020,-290060561305.0,7831106608529.0,-3.7
2021,69499112210.0,9629296923407.0,0.72
2022,499860555981.0,9766258734737.0,5.12
2023,163660188554.0,9672841607501.0,1.69
