연도,당기순이익,자본총계,ROE (%)
2015,-684262000000,228635000000,-299.28
2016,-415454000000,951322000000,-43.67
2017,-1187000000000,896920000000,-132.34
2018,-778892000000,1039671000000,-74.92
2019,-586717000000,1090309000000,-53.81
2020,127793000000,1688548000000,7.57
2021,5327233000000,10358294000000,51.43
2022,10183729000000,20687912000000,49.23
2023,968692000000,21440813000000,4.52
