연도,당기순이익,자본총계,ROE (%)
2015,839373903756,5140788202492,16.33
2016,1092416339195,5961479319709,18.32
2017,743036342622,6373506245210,11.66
2018,697700249479,6790312967825,10.27
2019,589883709488,7187217113570,8.21
2020,578268103466,7412147522228,7.8
2021,725486424408,8205135824989,8.84
2022,858353826334,8875709247979,9.67
2023,5904,9629553176340,0.0
