연도,총부채,자본총계,부채비율 (%)
2015,1070770670057,3372330760956,31.75
2016,1284945059242,3896632070493,32.98
2017,1200310083813,4175374154783,28.75
2018,924720135375,4446417082447,20.8
2019,1490166987522,4498840803125,33.12
2020,1237520431552,4464397744195,27.72
2021,1372414055290,4744299877622,28.93
2022,1022508074100,4779275104059,21.39
2023,1013805677645,4872705211057,20.81
