연도,총부채,자본총계,부채비율 (%)
2015,230537478606.0,236234422201.0,97.59
2016,165374761628.0,276705833985.0,59.77
2017,176645641783.0,293623668334.0,60.16
2018,182409436191.0,270034678653.0,67.55
2019,190949017962.0,280031377611.0,68.19
2020,247513800382.0,300560797216.0,82.35
2021,,,
2022,,,
2023,,,
