연도,총부채,자본총계,부채비율 (%)
2015,7502595000000,4448403000000,168.66
2016,7162789000000,4826328000000,148.41
2017,6702467000000,5232986000000,128.08
2018,7086579000000,6853369000000,103.4
2019,10591434000000,7349616000000,144.11
2020,10698976000000,7651214000000,139.83
2021,11411957000000,7958558000000,143.39
2022,11325133000000,8449667000000,134.03
2023,11343820000000,8756785000000,129.54
