연도,총부채,자본총계,부채비율 (%)
2015,12098593000000,25676240000000,47.12
2016,13153619000000,28557989000000,46.06
2017,12377861000000,29358958000000,42.16
2018,12367704000000,30703428000000,40.28
2019,14196442000000,32409622000000,43.8
2020,15169553000000,33328123000000,45.52
2021,16125063000000,35357474000000,45.61
2022,17599066000000,37807632000000,46.55
2023,58585845000000,40655299000000,144.1
