연도,총부채,자본총계,부채비율 (%)
2015,13207291000000,15374096000000,85.91
2016,15181233000000,16116430000000,94.2
2017,15399474000000,18029195000000,85.41
2018,20019861000000,22349250000000,89.58
2019,21788084000000,22823536000000,95.46
2020,23510714000000,24396243000000,96.37
2021,18576139000000,12335138000000,150.6
2022,19153066000000,12155196000000,157.57
2023,17890828000000,12228399000000,146.31
