연도,총부채,자본총계,부채비율 (%)
2015,2099294364648,2115342598943,99.24
2016,1881322775776,2620839706200,71.78
2017,1695353026338,3082616473800,55.0
2018,1681854156165,3594020128000,46.8
2019,2256581997835,4237087665136,53.26
2020,1952220084845,4849195698865,40.26
2021,2057406606361,5497832811356,37.42
2022,1834093663954,5468835988249,33.54
2023,1671359345925,5548926465800,30.12
