연도,총부채,자본총계,부채비율 (%)
2015,2116334499000,2269578519000,93.25
2016,2241036317652,4129598862940,54.27
2017,2714065324965,5305186234949,51.16
2018,3932050396031,5949140513293,66.09
2019,5795601052206,6503926068580,89.11
2020,8759106628557,8255132035213,106.1
2021,9663630407765,24027376349275,40.22
2022,10448720408685,22744095607040,45.94
2023,35737826964395,24237998815553,147.45
