연도,총부채,자본총계,부채비율 (%)
2015,342412375965,96519735582,354.76
2016,458601914455,207314509365,221.21
2017,705632343989,228386784631,308.96
2018,819694886005,241846270253,338.93
2019,887881614220,316472578756,280.56
2020,917142782625,271900115329,337.31
2021,946544204187,465384571575,203.39
2022,952203952001,444246552661,214.34
2023,1198515835534,358561439285,334.26
