연도,총부채,자본총계,부채비율 (%)
2015,21681315971433,2499035141282.0,867.59
2016,22082184811883,1874350081968.0,1178.12
2017,20897570964702,3751103157666.0,557.1
2018,22679902097615,2894870624837.0,783.45
2019,24233326242485,2780792692635.0,871.45
2020,21878336959960,,
2021,19806214028703,6865689155499.0,288.48
2022,19705240815659,9292460206825.0,212.06
2023,20576567788023,9815208241633.0,209.64
