연도,총부채,자본총계,부채비율 (%)
2015,1623348142255.0,2587232415700.0,62.74
2016,1429772345316.0,2442583172508.0,58.54
2017,,,
2018,,,
2019,7813213753005.0,6699827817851.0,116.62
2020,8848916625853.0,6417205811113.0,137.89
2021,10292586180274.0,6978956433488.0,147.48
2022,12409157931313.0,7115179148633.0,174.4
2023,13487589138957.0,9672841607501.0,139.44
