연도,총부채,자본총계,부채비율 (%)
2015,1554827346233,4776851778224,32.55
2016,1550879763798,5291124094581,29.31
2017,1558331443164,5719429436643,27.25
2018,1865297206344,6148552184370,30.34
2019,2296078793954,6725157088500,34.14
2020,2295810891305,6859108164233,33.47
2021,3073731543176,7443700632071,41.29
2022,3485454954575,8466969934914,41.17
2023,3345453419084,8975571141939,37.27
