연도,총부채,자본총계,부채비율 (%)
2015,8290203000000,21387703000000,38.76
2016,8192496000000,24023530000000,34.1
2017,11597545000000,33820919000000,34.29
2018,16806004000000,46852331000000,35.87
2019,16846299000000,47943195000000,35.14
2020,19264756000000,51909097000000,37.11
2021,34195416000000,62191058000000,54.98
2022,40580970000000,63290542000000,64.12
2023,46826413000000,53503752000000,87.52
