연도,총부채,자본총계,부채비율 (%)
2015,,,
2016,,,
2017,913093478256.0,1344904441600.0,67.89
2018,906808482374.0,1444542180065.0,62.77
2019,784763985498.0,1667543278468.0,47.06
2020,767898167759.0,1897508265928.0,40.47
2021,827878188583.0,2292550472319.0,36.11
2022,732455081520.0,2639228832700.0,27.75
2023,3521385127842.0,2955476949348.0,119.15
