연도,총부채,자본총계,부채비율 (%)
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,12376390000000.0,7565405000000.0,163.59
2021,15021764000000.0,8742373000000.0,171.83
2022,17705683000000.0,20593762000000.0,85.98
2023,21063635000000.0,24373509000000.0,86.42
