연도,총부채,자본총계,부채비율 (%)
2015,4815156000000,13308244000000,36.18
2016,5269358000000,14220084000000,37.06
2017,5468186000000,16179511000000,33.8
2018,4671433000000,18164478000000,25.72
2019,3413609000000,19021021000000,17.95
2020,3420978000000,20861290000000,16.4
2021,3729575000000,21940221000000,17.0
2022,3399491000000,26234186000000,12.96
2023,3236596000000,27016489000000,11.98
