연도,총부채,자본총계,부채비율 (%)
2015,63119716000000,172876767000000,36.51
2016,69211291000000,186424328000000,37.13
2017,87260662000000,207213416000000,42.11
2018,91604067000000,240068993000000,38.16
2019,89684076000000,254915472000000,35.18
2020,102287702000000,267670331000000,38.21
2021,121721227000000,296237697000000,41.09
2022,93674903000000,345186142000000,27.14
2023,92228115000000,363677865000000,25.36
