연도,총부채,자본총계,부채비율 (%)
2015,8921461334624,4931158388212,180.92
2016,8349586420374,5468326708929,152.69
2017,7462014737362,6187473162378,120.6
2018,9004379085506,6227096362051,144.6
2019,9875281658412,5805847209929,170.09
2020,9169604331158,5967715490499,153.65
2021,11806325074949,8201247119233,143.96
2022,13934785853643,9896911559334,140.8
2023,15482363318996,9010546154819,171.82
