연도,총부채,자본총계,부채비율 (%)
2015,42316818460,82361064448,51.38
2016,50755365080,98516351480,51.52
2017,63809344943,104296804280,61.18
2018,106375730611,103336276644,102.94
2019,79469842617,124125643046,64.02
2020,89884233220,128799400240,69.79
2021,141130569432,144123771823,97.92
2022,178412243082,194647416439,91.66
2023,398871055382,202820591121,196.66
