연도,총부채,자본총계,부채비율 (%)
2015,2131892823967,1443910753077,147.65
2016,2004918407816,1405921009494,142.61
2017,2073736487058,1593575326464,130.13
2018,2138328269076,1532728939172,139.51
2019,2246614915284,1559278640017,144.08
2020,3491292259465,1808065785607,193.1
2021,3897771811708,2001237977175,194.77
2022,4151241803700,1725496452384,240.58
2023,4507897882742,2524424248940,178.57
