연도,총부채,자본총계,부채비율 (%)
2015,5475206000000.0,13103522000000,41.78
2016,6436093000000.0,14050967000000,45.81
2017,8702644000000.0,16338577000000,53.26
2018,11622009000000.0,17322128000000,67.09
2019,16640637000000.0,17383789000000,95.73
2020,22598454000000.0,18790440000000,120.27
2021,27925314000000.0,23209988000000,120.32
2022,30492696000000.0,37481127000000,81.35
2023,,40938185000000,
