연도,총부채,자본총계,부채비율 (%)
2015,1638102960054,1350129444309,121.33
2016,1390704879495,1362888624436,102.04
2017,1317714354251,1028311530847,128.14
2018,3329299954479,2763213769195,120.49
2019,2283014093463,3151893494398,72.43
2020,2494738813674,3785178643254,65.91
2021,3737319022978,4203305795543,88.91
2022,5987918870682,4344327774901,137.83
2023,5772095217523,4177764497896,138.16
