연도,총부채,자본총계,부채비율 (%)
2015,13698687478000,9863456028000,138.88
2016,15755138247000,11254449703000,139.99
2017,17333214255000,11992168809000,144.54
2018,19207738403000,12521810245000,153.39
2019,25766279658000,4509606148000,571.36
2020,24628738994000,4643496750000,530.39
2021,25492465688000,5066018526000,503.21
2022,30506774819000,5182697470000,588.63
2023,29310944319000,17892818574000,163.81
