연도,총부채,자본총계,부채비율 (%)
2015,16416434935333,15519998602128,105.78
2016,16025632841195,16363639021153,97.93
2017,16338301856344,16715540550277,97.74
2018,16281783447413,16696013584818,97.52
2019,17132592383734,16898376307152,101.39
2020,18152008766582,16345442678336,111.05
2021,18781894205821,17868585154721,105.11
2022,17672412852352,18713734432647,94.44
2023,15722841602022,19496000328022,80.65
