연도,총부채,자본총계,부채비율 (%)
2015,4381749162290,3096765176386,141.49
2016,4490031219941,3477446129579,129.12
2017,4196146497851,3989288880085,105.19
2018,4427675606792,4260169783879,103.93
2019,5459455695590,4670282762860,116.9
2020,5832335783458,5066368653160,115.12
2021,6358516107411,5812412135354,109.4
2022,6998172212338,6879612287958,101.72
2023,6941096283685,7783923620253,89.17
