연도,총부채,자본총계,부채비율 (%)
2015,8366031773000,3143102119000,266.17
2016,9705761673000,3409365139000,284.68
2017,10724270560000,6143853335000,174.55
2018,12188810794000,7308212090000,166.78
2019,16799151931000,9481480420000,177.18
2020,15445453188000,10166438997000,151.93
2021,16049003859000,10806800418000,148.51
2022,18484219204000,11529022641000,160.33
2023,17826337301000,11779942250000,151.33
