연도,총부채,자본총계,부채비율 (%)
2015,24047495346801,18313935618336,131.31
2016,23352804702692,18301586552940,127.6
2017,23897652811024,22556751660320,105.94
2018,19857716709970,19946590008044,99.55
2019,19213420293061,24096133986655,79.74
2020,21386258023034,30197977885537,70.82
2021,22093183631512,30205326728328,73.14
2022,27017371086433,26680665182467,101.26
2023,26229919730957,39897109481722,65.74
