연도,총부채,자본총계,부채비율 (%)
2015,4355349929486,5140788202492,84.72
2016,3660493919044,5961479319709,61.4
2017,3145279905934,6373506245210,49.35
2018,3006129279194,6790312967825,44.27
2019,2977390789500,7187217113570,41.43
2020,3246400366409,7412147522228,43.8
2021,3498782297830,8205135824989,42.64
2022,3705654911026,8875709247979,41.75
2023,3133752512020,9629553176340,32.54
