연도,총부채,자본총계,부채비율 (%)
2015,,,
2016,,,
2017,882436412276.0,4465268997694.0,19.76
2018,881510902397.0,4551535691025.0,19.37
2019,1157746996133.0,4648340954892.0,24.91
2020,2572832681500.0,5650596134173.0,45.53
2021,4656124187351.0,6007658886345.0,77.5
2022,3313765261202.0,5621808454658.0,58.94
2023,2836820600756.0,5079044788538.0,55.85
