연도,총부채,자본총계,부채비율 (%)
2015,4972110604907,11253192852845,44.18
2016,3936201007249,10964110226958,35.9
2017,4299476832291,11257301680704,38.19
2018,7124501967739,12225219216190,58.28
2019,7191751252868,12660345195136,56.81
2020,8175305378713,13358926888116,61.2
2021,10636493682081,15196699314855,69.99
2022,13040023014999,17217502156128,75.74
2023,14131610215445,19907249977522,70.99
