연도,총부채,자본총계,부채비율 (%)
2015,347774739206,584249645132,59.53
2016,321684819729,647563849568,49.68
2017,273630938531,665152241689,41.14
2018,263452031220,653093925055,40.34
2019,265145244742,645687132191,41.06
2020,264485903238,658733646086,40.15
2021,259599611967,690294824007,37.61
2022,384942964397,724747969785,53.11
2023,1226170046397,787472469388,155.71
