연도,총부채,자본총계,부채비율 (%)
2015,7254388517991.0,7239363319612.0,100.21
2016,7304015242185.0,8124169082794.0,89.9
2017,7295105646199.0,8771401950938.0,83.17
2018,7896367362273.0,8857496322740.0,89.15
2019,10888018088222.0,10206740691587.0,106.67
2020,11843844819721.0,10496578899630.0,112.84
2021,,,
2022,,,
2023,33443865586475.0,13834230770289.0,241.75
